,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-08-07,0.000724705,0.000886601,0.00083188,0.000655149,0.000714191,0.022153067,0.000411732,48.714,48.746,47.678,48.5014
2015-08-10,0.001336148,0.00072351,0.000711492,0.000461712,0.000420365,0.028688524,0.000381919,47.63998,48.584,47.21,48.27198
2015-08-11,0.001115454,0.000677044,0.000536712,0.000429592,0.000340845,0.020505089,0.000221134,47.45,47.85998,46.8886,47.472
2015-08-12,0.001020387,0.000541385,0.000428028,0.000429995,0.000494795,0.029883292,0.000315795,46.88,47.96,46.548,47.635
2015-08-13,0.000961012,0.000728181,0.000578681,0.000411008,0.000466564,0.030311154,0.00045683,48,49.296,47.8242,48.516
2015-08-14,0.00085066,0.000527799,0.000399563,0.000277065,0.000171517,0.024555398,0.000195427,49.442,49.554,48.352,48.62002
2015-08-17,0.003456482,0.002539226,0.002695906,0.001697911,0.001749375,0.023941277,0.000293453,51.124,51.31598,50.102,51.00488
2015-08-18,0.000531011,0.00029571,0.000252695,0.000174817,0.000131049,0.028650913,0.000196972,51.076,52.18598,50.71202,52.1539
2015-08-19,0.000786863,0.000336702,0.000283651,0.000414186,0.000424205,0.021836538,0.000273553,52.01,52.13,51.004,51.044
2015-08-20,0.000940679,0.000568269,0.000527611,0.000461256,0.000610113,0.050737125,0.000445452,50.402,50.898,48.38,48.45398
2015-08-21,0.002947177,0.001818782,0.001581867,0.001244443,0.000730616,0.056096944,0.000944327,47.132,48.75998,46.1,46.17598
2015-08-24,0.031010268,0.029749052,0.01964242,0.008775002,0.007913244,0.171148256,0.008101594,40.65998,46.28,39,43.81
2015-08-25,0.004178593,0.002370257,0.002290986,0.001938677,0.001142366,0.05350677,0.000872897,46.036,46.18,43.774,44.0068
2015-08-26,0.004079223,0.002049412,0.002161855,0.001495613,0.000808093,0.056384719,0.001133586,45.506,45.6,43.1,44.97
2015-08-27,0.002490809,0.002347568,0.002502232,0.002639225,0.003003693,0.058846689,0.001207305,46.162,48.96,46.162,48.598
2015-08-28,0.001178112,0.000957743,0.000672879,0.000850258,0.000566066,0.040084462,0.000649865,48.372,50.29,48.31402,49.65402
2015-08-31,0.002824827,0.000617215,0.00056413,0.000406889,0.000391602,0.036985725,0.000592474,49.152,50.95,49.1,49.836
2015-09-01,0.003349172,0.001710832,0.001337676,0.001199647,0.000916805,0.037397985,0.000935689,48.093,49.2,47.394,47.762
2015-09-02,0.001757703,0.001039751,0.000865351,0.000751929,0.000656594,0.033345194,0.000349902,49.06,49.57224,47.9465,49.57
2015-09-03,0.001265601,0.000761962,0.000474174,0.000479229,0.000410753,0.028488287,0.000437266,50.412,50.416,49,49.114
